ID,Word_Count,Number_of_Sentence,Unique_Words,Average_Word_Length,Label
8849,48,12,24,3.684161755,1
4172,48,12,16,5.117495334,1
1996,48,12,23,3.469433494,1
2569,97,8,14,4.814289774,0
8153,99,14,5,5.395470001,0
3899,99,15,8,6.531108324,0
2928,52,14,28,5.075184971,0
2163,86,11,46,3.237045595,0
1103,62,7,39,6.088602067,0
4276,48,12,21,3.091054144,1
2519,22,6,43,6.836148328,0
2863,89,5,47,3.827007335,0
1686,93,9,49,6.024601801,0
4969,89,7,29,6.900445148,0
9790,74,5,22,3.329619547,0
4051,67,5,21,4.028163882,0
6860,22,5,44,5.866573812,0
7658,11,9,45,6.494348619,0
1110,61,15,17,4.460185701,0
3734,19,10,27,4.521521845,0
4458,78,14,16,4.310999034,0
8105,24,12,49,4.45880289,0
5071,48,12,24,4.024304453,1
8929,73,8,35,6.290187905,0
7124,41,5,37,6.596955414,0
3618,77,10,12,4.517001657,0
5923,48,12,17,3.988190449,1
9820,52,7,5,5.702224938,0
8621,39,7,14,5.318301067,0
1422,48,12,25,3.097452662,1
2135,48,12,19,5.787354369,1
4249,32,12,35,5.327913799,0
5148,47,8,35,5.181105796,0
7914,73,4,27,3.725645355,0
3618,48,12,25,3.378670166,1
2290,48,9,15,4.890371944,1
2716,97,7,32,5.066734626,0
6508,64,9,30,5.696708678,0
9851,45,12,7,3.790486502,0
2237,76,10,43,6.24034327,0
7144,48,8,17,4.105865528,1
1251,56,5,17,4.802215938,0
5731,41,5,8,4.295942532,0
3752,82,6,50,6.158680393,0
8205,45,10,50,4.975664884,0
8437,48,6,16,4.053924591,1
1826,46,11,19,4.443434495,0
8367,90,12,34,4.479064836,0
5095,91,14,44,6.369296177,0
4193,48,5,18,4.586627172,1
8705,96,12,23,4.002049728,0
1178,45,5,44,4.080551492,0
5518,48,5,21,5.829585907,1
7042,97,8,11,5.410673484,0
7566,42,9,38,6.471105827,0
2041,57,6,30,3.445531702,0
4739,34,6,41,5.861149179,0
5897,48,6,24,3.330067349,1
4609,67,14,20,5.583678753,0
5782,29,15,47,5.75995072,0
5555,63,4,23,5.990948208,0
8155,26,4,41,3.774987867,0
3179,32,10,13,3.526916474,0
6522,40,14,47,3.191928153,0
3926,46,4,9,5.962270574,0
3385,24,4,13,4.457966189,0
8757,19,6,27,6.978179159,0
7806,61,6,31,5.796236381,0
4675,32,15,6,3.143657143,0
6995,80,13,22,4.446632444,0
7082,94,13,15,5.490904801,0
4814,18,7,22,5.018333148,1
8829,36,4,45,5.101937363,0
3353,89,15,32,6.741397997,0
8090,49,8,20,5.360036206,1
3185,37,5,23,4.742172076,0
2899,49,8,15,6.103762048,1
8088,88,9,23,5.222503209,0
9691,49,6,17,3.348459534,1
8669,53,14,19,4.412421826,0
1276,82,6,42,4.398756874,0
6017,49,7,19,6.07419454,1
5316,75,5,29,4.366256662,0
5477,49,7,22,3.629565238,1
6860,39,6,19,3.414710608,0
6370,49,7,23,5.835476022,1
6375,65,8,12,6.795061801,0
1109,27,9,43,3.819900169,0
8573,100,13,20,5.85805019,0
6682,24,14,15,3.228618657,0
3774,56,14,48,4.318918038,0
2880,49,5,22,5.436725433,1
4419,79,9,23,4.459123769,0
9333,78,13,18,5.72883289,0
2784,34,8,10,5.924367747,0
9861,22,8,22,4.509706593,0
3191,55,8,11,3.250198851,0
3841,20,13,44,6.97322955,0
7476,49,4,21,3.142350699,1
7955,49,5,16,5.130589793,1
3160,93,13,26,5.645313848,0
1568,27,8,34,4.835502816,0
3686,49,4,15,4.546519266,1
4792,39,6,25,4.124001238,0
2167,30,9,21,4.146121647,1
2068,44,7,19,5.171514882,1
3081,20,14,12,6.160671927,0
9115,43,8,18,3.693259802,0
4675,86,4,29,5.537019591,0
1578,74,13,12,6.038265201,0
7796,50,7,22,5.130099945,1
3571,65,11,48,6.234872506,0
6373,95,8,13,6.186032497,0
3842,54,8,6,5.864184744,0
4075,50,8,18,6.868235074,1
5174,73,15,18,3.139438783,0
5090,88,10,46,5.085928113,0
9017,39,10,8,4.565937012,0
1637,98,15,38,6.991440787,0
4844,38,9,26,3.58628379,0
8054,19,15,5,5.907333122,0
8210,18,13,39,4.358812081,0
5800,92,10,41,4.014104259,0
2355,60,8,5,3.426226424,0
2571,43,7,38,6.70052718,0
2678,37,15,12,4.774870035,0
7829,55,4,16,6.719349033,0
7175,50,4,18,4.228724368,1
1019,12,12,19,6.253884537,0
5365,46,15,39,4.194470035,0
3324,92,13,47,4.770223268,0
4833,57,6,42,4.099377977,0
6345,84,8,35,3.695073723,0
9018,58,15,21,3.826678227,0
2495,78,8,19,5.439082279,0
6818,85,15,26,5.76714424,0
2980,74,6,48,4.662743524,0
9876,84,4,7,6.219526051,0
9858,70,5,20,3.227547999,0
5406,72,14,23,5.375553781,0
7733,32,12,26,4.602060866,0
4473,57,7,7,5.147251363,0
1221,54,7,38,3.135992266,0
9993,50,8,16,4.279860536,1
8590,50,4,25,6.089619735,1
1476,82,9,12,4.294076826,0
2243,26,10,10,6.376546116,0
4579,27,14,50,6.921124525,0
7062,13,7,24,4.448151229,0
9124,89,14,11,5.605991106,0
2297,50,5,17,5.559171383,1
8718,59,11,40,3.189290421,0
7830,76,12,19,4.241341706,0
2662,38,10,31,5.066139951,0
4687,88,9,18,3.441708021,0
4255,57,4,48,4.562478483,0
5010,59,5,44,5.35829188,0
4445,72,7,50,3.666799267,0
4684,80,10,28,6.091346626,0
8040,44,15,48,5.752042342,0
9066,93,9,6,4.879035112,0
1723,84,6,30,6.727588503,0
4248,50,7,19,3.546689873,1
8196,31,7,49,5.558271104,0
7391,56,5,20,4.465995986,0
4839,99,13,17,4.559183487,0
8657,30,4,33,6.584076247,0
5361,94,12,5,3.701553654,0
1983,50,6,20,5.741541754,1
9204,18,15,21,6.389057113,0
1385,51,5,16,4.106246709,1
2597,70,12,21,6.723734853,0
6193,49,15,35,6.513241523,0
2959,79,6,22,4.343030586,0
3748,57,15,44,4.024019879,0
4273,13,13,44,6.468621314,0
7314,51,7,23,3.626169714,1
5556,44,9,33,6.981461806,0
8323,64,14,19,4.996933279,0
8121,26,14,24,3.040369678,0
8824,15,6,19,6.604624415,0
7533,26,12,50,5.616111001,0
2675,67,4,18,3.76646366,1
6344,49,7,16,3.250557049,0
8996,87,7,49,5.759623354,0
8064,79,7,45,5.907860745,0
9053,21,5,9,5.629075466,0
2430,44,9,28,3.10120684,0
1775,12,13,31,5.639055309,0
7717,79,9,21,3.330590158,0
6102,13,7,26,6.709566393,0
6275,51,7,25,5.257558475,1
3936,28,6,38,3.293590133,0
6912,76,6,50,5.660311785,0
7462,88,5,39,6.410708185,0
4236,88,5,33,6.783595273,0
3298,92,15,39,5.943857946,0
7204,87,13,30,4.649859932,0
1729,49,4,25,6.585937052,0
8342,48,4,14,4.292782806,0
1927,86,15,14,4.270620109,0
3832,77,7,29,3.718583343,0
8209,39,10,31,6.533668416,0
3100,92,12,24,5.483123901,0
5755,15,15,44,4.375897125,0
5132,51,8,25,6.550678593,1
6017,69,5,43,4.107810849,0
7989,43,6,32,4.909954282,0
5931,24,6,31,6.757377748,0
7564,48,5,36,3.905074635,0
8341,85,5,50,5.361072123,0
7885,63,14,49,5.036239766,0
8748,97,12,6,5.053702795,0
5321,78,10,12,4.24693204,0
8877,24,6,16,3.778673881,0
9178,62,11,20,5.561567008,0
2794,51,13,49,4.543242738,0
2462,81,4,20,4.951170238,1
9670,39,15,35,5.074657729,0
1744,14,10,28,6.800614695,0
3379,19,4,39,5.391752625,0
5915,51,7,21,6.461637226,1
3687,26,6,25,3.816160536,0
3531,67,12,46,5.647272043,0
4233,56,8,30,5.501630135,0
4324,71,12,19,4.179527635,0
1401,80,10,19,5.728359773,0
9840,51,5,16,3.416024293,1
4625,56,8,27,3.199054937,0
4644,96,11,44,6.782431969,0
9604,52,15,19,4.644340706,0
1910,70,7,24,6.213008431,0
7387,79,4,29,3.755737085,0
4274,37,13,32,3.890261688,0
9892,79,14,11,5.022184652,0
5647,37,6,45,6.729619754,0
9146,51,5,15,6.709290862,1
8222,88,7,23,6.408040239,0
8513,38,12,49,6.638108115,0
7175,39,6,25,4.65239801,0
2951,48,7,7,6.088096542,0
5781,56,13,27,6.199869713,0
9215,92,4,24,4.874699074,0
4016,45,11,38,5.373404577,0
5921,51,6,25,3.292778178,1
2342,51,4,15,5.756616472,1
9334,31,13,43,6.082454883,0
2237,15,5,32,6.979842628,0
5484,75,15,10,6.758146108,0
9641,94,7,40,4.255790775,0
7634,44,7,27,4.656578884,0
1735,52,13,21,3.026600436,1
1346,75,9,22,5.305727497,0
9146,50,8,47,4.981279637,0
7194,43,9,18,4.533562782,0
2945,43,15,40,4.064062634,0
9369,65,14,19,4.479734604,0
2249,52,13,16,5.341946705,1
8624,52,13,24,3.384036224,1
3462,29,4,50,5.037540492,0
4879,52,13,23,4.780497384,1
5460,52,13,21,4.214358173,1
6837,66,8,28,4.261928559,0
1183,60,13,7,4.962717869,0
4398,82,10,14,5.732293819,0
7160,66,15,23,3.471793098,0
1878,52,13,21,5.936819156,1
4733,49,15,7,6.509394568,0
7870,96,10,45,3.764728788,0
6839,49,15,38,4.900736666,0
7571,52,13,24,3.437560244,1
7787,13,13,25,6.119513922,0
3114,54,10,30,5.699640878,0
9423,26,15,48,6.566711853,0
7981,89,5,5,4.328655367,0
1503,81,12,36,6.188151487,0
3142,52,13,18,4.956780631,1
5559,33,14,22,5.209914876,0
1535,33,4,5,6.522982837,0
8515,73,5,50,3.991041534,0
4157,52,13,17,4.943994633,1
7900,10,15,44,6.075007074,0
6789,52,13,22,3.339104514,1
4255,57,11,27,4.269099152,0
8882,39,14,38,4.471048154,0
3781,34,11,30,6.193327146,0
6913,73,4,37,6.142920203,0
1419,36,12,27,3.210390737,0
8323,18,4,39,4.689066676,0
4191,52,13,23,4.867362578,1
7182,65,11,31,3.109223783,0
8920,21,4,46,5.647964491,0
8745,88,5,7,3.239687371,0
7533,71,4,50,3.923381924,0
3837,89,6,36,3.751063591,0
9502,87,9,38,4.599110164,0
4064,28,6,50,4.736801864,0
4289,52,13,16,4.187359883,1
9690,52,13,25,3.071225275,1
1156,52,13,20,5.224916659,1
7891,52,13,17,6.442807945,1
3553,52,13,15,4.6470572,1
1153,98,5,32,3.15286211,0
4690,89,5,26,6.868720278,0
9181,52,13,25,4.737191172,1
5006,51,14,6,4.6744414,0
8527,37,15,35,3.11829173,0
5867,64,6,11,6.390557609,0
4396,38,13,20,5.389376187,0
6198,61,4,6,3.507070156,0
9301,52,13,21,5.80519279,1
9943,11,5,17,4.17007764,0
1458,92,11,44,5.091153763,0
3124,13,4,14,3.335904145,0
3931,78,9,47,6.315320976,0
8612,38,8,5,4.074685505,0
1823,34,13,18,5.096132643,0
8778,71,15,19,4.931322488,0
2605,50,15,35,6.657023048,0
9553,31,4,39,3.411729588,0
5519,36,10,5,5.765935807,0
5091,52,13,21,4.503718848,1
6599,28,14,45,5.427702162,0
3107,75,4,44,4.584019284,0
1106,95,15,11,3.181629995,0
4897,51,7,32,5.367207383,0
7268,21,14,36,6.080948902,0
3454,21,13,47,3.439184395,0
3903,72,5,42,5.029323834,0
9161,24,6,6,3.720192341,0
6543,51,8,38,4.013373741,0
7473,52,13,21,4.624640627,1
2360,98,11,32,3.255642563,0
2554,52,13,20,5.844170727,1
7821,59,7,41,6.08969498,0
6575,44,13,46,3.363751067,0
5926,42,6,17,3.901342208,0
8319,73,8,15,6.75144829,0
8629,71,14,40,3.387574065,0
8242,45,8,22,3.580038025,0
5155,52,13,22,6.234699901,1
7497,98,4,19,3.787566941,0
8733,34,13,38,6.200560518,0
7834,71,15,49,6.289458183,0
3506,52,13,25,5.173317334,1
4003,91,13,30,6.256747934,0
3512,52,13,20,5.177625382,1
6783,80,9,34,4.085403883,0
1825,18,14,37,6.856936724,0
1989,42,13,6,3.589397342,0
2495,76,4,14,5.531100582,0
5217,79,5,40,5.020123349,0
7200,49,14,31,4.776954922,0
7277,52,13,23,3.834209272,1
4260,43,4,38,5.410934392,0
8928,67,7,11,5.149425086,0
9760,27,12,13,4.185589625,0
7836,31,11,26,4.833855897,0
5506,52,13,20,3.951671651,1
2867,52,13,18,4.044662501,1
3300,37,14,14,6.874820733,0
7643,91,11,21,3.593026058,0
1329,52,13,22,6.365076961,1
4866,52,13,22,4.750071189,1
9853,15,11,16,3.312529026,0
2858,66,9,17,3.526297558,0
2058,65,15,26,4.779811905,0
7216,86,9,23,4.645961147,0
2373,68,15,7,5.353009621,0
6014,52,13,18,4.615862371,1
2238,74,6,9,4.95899967,0
4177,52,13,23,3.262358567,1
5043,28,8,10,3.080244686,0
3318,90,15,16,4.250924338,0
3572,62,15,9,3.614369816,0
8518,36,6,50,3.200587784,0
1609,12,13,11,3.952981723,0
4533,100,12,46,3.836428406,0
5686,52,13,23,3.386027161,1
2731,39,13,41,5.669563461,0
6531,41,12,6,4.14036708,0
5449,52,13,21,6.556779881,1
1134,48,14,34,5.428739493,0
6362,52,13,16,3.66256835,1
2292,58,11,19,4.752009087,0
9180,98,15,39,6.553578941,0
8389,47,9,18,4.454057117,0
2989,52,13,23,6.469461852,1
5353,52,13,21,3.267780654,1
9642,72,7,33,3.389244597,0
1506,22,13,42,4.726673787,0
9065,52,13,19,6.103437356,1
4099,18,12,31,6.481289877,0
5670,90,7,40,4.503991815,0
9097,29,11,47,3.617270532,0
3538,22,8,7,4.850334499,0
5493,92,15,38,3.589804887,0
6056,66,9,23,6.593472894,0
4852,74,13,15,5.168431849,0
2071,52,13,19,4.685864653,1
5053,52,13,15,3.532225531,1
8918,52,13,24,5.289457461,1
3974,69,4,8,4.623247037,0
9404,52,13,18,3.695787609,1
4862,47,12,23,5.840157736,0
6557,67,12,35,6.29781311,0
3532,27,10,42,6.389065839,0
6458,52,13,19,3.901400456,1
7098,95,8,26,5.342868722,0
4453,58,10,50,6.179369066,0
6721,52,13,23,5.781282997,1
2033,82,5,8,4.269537459,0
6202,67,11,34,3.980129397,0
3567,18,6,17,6.005615523,0
1360,97,15,8,6.337445065,0
9889,12,9,24,5.31801503,0
7152,43,11,41,5.269024784,0
9897,63,15,40,6.649697672,0
3228,25,12,16,5.371776181,0
5798,26,9,32,5.452736399,0
6401,59,8,26,4.187797275,0
6979,53,10,9,6.6075223,0
1711,70,10,5,3.829429133,0
3179,65,9,35,5.573866935,0
2304,37,5,38,3.65993529,0
7477,23,5,36,6.987672623,0
6663,41,8,5,3.756704887,0
3125,70,4,45,4.470852372,0
8731,38,5,7,6.844769947,0
8701,69,11,5,5.829972273,0
2038,52,13,24,5.282356424,1
1915,98,4,20,3.398788863,0
8708,12,11,19,6.57749911,0
6444,72,15,20,6.330254713,0
7036,61,4,39,4.573429765,0
6093,45,10,32,6.530620663,0
1119,24,5,9,3.46498172,0
4274,23,6,33,6.070822767,0
3808,11,11,10,6.458147257,0
2333,44,7,30,5.154396451,0
4718,49,4,44,3.836824806,0
5052,21,12,42,6.652274693,0
5846,52,13,20,5.158366999,1
1418,52,6,10,5.126950609,0
9121,85,15,17,4.448456521,0
1321,37,9,29,3.967591777,0
1090,52,13,22,5.333408591,1
5081,24,14,50,5.092835729,0
9041,52,13,16,6.11728331,1
7277,14,9,45,5.037913156,0
5165,58,14,46,6.018093956,0
9858,14,6,10,5.488604601,0
8946,52,13,23,5.723518142,1
1167,52,13,19,3.968613996,1
5301,40,6,36,5.226325141,0
7526,52,13,17,3.42994037,1
9486,71,15,36,5.341670937,0
6520,84,4,28,3.126338593,0
8105,18,6,22,5.095210518,0
4240,57,11,7,3.707103747,0
5571,89,4,48,4.72628374,0
9298,79,15,21,3.266595293,0
6630,70,8,34,3.306952711,0
5520,52,13,15,4.064670506,1
5751,85,9,50,4.516964569,0
1633,43,6,15,4.576604222,0
2613,64,14,39,5.240838585,0
6158,65,15,42,3.967848575,0
1742,35,15,7,5.014887854,0
6625,31,6,44,5.14260442,0
1234,52,13,16,3.293681097,1
1324,14,14,26,6.842542432,0
2207,84,6,38,4.097184083,0
2979,54,5,15,3.637638037,0
2218,57,9,32,3.208604156,0
2560,56,13,14,5.511058582,0
7646,26,10,9,3.995480166,0
7004,92,7,43,6.980533973,0
2676,87,13,18,4.606828407,0
8161,51,4,16,3.877585639,0
1451,62,13,45,3.406870747,0
1484,79,6,15,4.928993757,0
1835,52,13,18,4.416870297,1
6508,61,9,49,3.029399967,0
8241,75,12,10,6.743877476,0
5194,78,15,16,3.187642545,0
8818,75,13,40,4.894396122,0
8133,40,12,28,3.800516923,0
1692,45,11,40,5.788634355,0
9764,62,14,22,3.624848481,0
7627,52,13,23,3.073365976,1
5960,31,10,8,5.802339239,0
5242,80,4,19,5.584170567,0
3879,90,13,22,5.151029539,0
3879,94,4,23,3.939704026,0
9174,29,5,27,6.146404715,0
6212,52,13,15,5.090191209,1
8326,24,4,20,4.692636634,0
9677,81,6,32,3.570630298,0
7570,52,13,25,4.413813192,1
8119,86,14,17,5.059240187,0
8891,53,4,44,5.365721793,0
1292,22,11,18,6.109227868,0
3531,86,9,40,3.946970347,0
3944,39,14,26,5.292873786,0
5269,38,5,32,6.654772911,0
7793,53,13,7,3.690864258,0
6340,20,4,16,3.844260593,0
8193,52,13,25,3.651599582,1
9880,10,15,9,4.749399646,0
6205,52,13,20,6.419916379,1
8367,52,13,25,4.142926871,1
3113,14,9,43,3.774188488,0
5427,48,14,31,4.934296389,0
1274,46,9,26,6.771644211,0
2563,52,13,16,4.682405847,1
9580,52,13,21,5.494719971,1
4619,48,9,46,6.283719724,0
3663,19,14,20,4.893729967,0
7632,42,10,48,3.714547439,0
4980,52,13,21,5.668293954,1
8625,55,8,35,5.903270415,0
7912,92,14,25,3.791479536,0
7898,20,5,11,4.523300173,0
8438,52,13,15,3.175447388,1
8365,83,13,41,3.732895835,0
5394,83,4,16,5.933671585,0
9107,24,4,31,3.587036003,0
3796,52,13,25,4.694788916,1
4935,52,10,29,6.584337615,0
4880,49,13,14,6.474637486,0
9475,67,9,15,5.473233676,0
2763,77,14,25,5.81912773,0
3597,91,14,33,6.393250763,0
4297,29,11,33,5.932109603,0
4367,53,12,33,6.365542495,0
1948,52,13,21,3.534340912,1
4612,100,15,34,4.51439329,0
7389,67,15,32,6.778592083,0
9320,52,13,22,6.215643001,1
7571,73,6,45,3.725111555,0
8656,24,4,32,5.755082934,0
9223,51,15,18,3.9737203,0
5445,91,12,28,6.246419031,0
7992,45,7,25,3.313357567,0
7947,61,5,28,4.689365467,0
7816,52,13,19,5.517522384,1
2103,52,13,20,6.030818487,1
1880,52,13,17,6.900456634,1
9734,64,7,6,4.709693177,0
1068,77,15,43,4.807407842,0
9494,23,11,36,5.27570498,0
4263,20,4,15,5.285863807,0
7453,46,14,17,6.747221615,0
7540,23,9,16,5.866400022,0
8516,58,11,12,5.079191191,0
6313,69,10,25,4.979373929,0
8136,37,8,13,4.33357835,0
3142,35,5,5,6.71995165,0
7133,66,4,40,5.051765354,0
1650,29,13,44,3.517198662,0
9751,38,8,27,6.192215241,0
8284,89,7,9,6.388502931,0
3255,52,13,18,6.752930876,1
4951,68,9,7,3.464534024,0
3634,52,13,19,4.836970255,1
1433,98,14,47,5.532196202,0
1985,52,13,18,5.947889491,1
4617,59,9,49,5.202061809,0
4543,13,9,48,4.690384705,0
1882,89,11,42,5.477559351,0
9178,89,11,6,5.021871768,0
9823,87,14,8,3.080940446,0
3092,52,13,23,5.819198926,1
4372,77,14,25,4.071031105,0
9132,31,15,46,3.851958486,0
9112,10,13,28,3.563156682,0
8046,14,14,39,4.04551571,0
8589,52,13,16,4.122663103,1
2503,52,13,18,4.379118869,1
5457,90,15,48,3.382601956,0
2601,50,11,27,6.510922114,0
8153,52,13,24,3.754249571,1
1291,50,10,19,4.833140886,0
2006,50,13,44,3.830650791,0
9921,100,9,33,5.984090071,0
6439,74,14,5,3.38691163,0
1285,52,13,19,5.885759028,1
4805,52,13,15,3.80057661,1
9475,81,5,24,6.296005727,0
4467,52,13,17,6.743870685,1
6123,52,13,15,6.422638109,1
4165,27,7,17,4.739395285,0
5952,42,10,26,6.218882809,0
2659,50,10,42,6.880957594,0
1937,64,10,11,6.663339302,0
6108,87,5,20,4.198940512,0
4162,52,13,24,4.879850841,1
8603,52,13,17,6.866347031,1
1523,52,13,15,3.97578819,1
1075,61,14,19,5.830364357,0
5374,27,8,20,3.212806987,0
7508,48,7,47,4.483874431,0
6560,81,10,25,6.030107981,0
4702,52,13,23,6.920652365,1
3859,11,9,30,4.866446451,0
5730,86,6,25,3.054414852,0
9066,51,14,31,6.4152124,0
5688,52,13,22,6.778244157,1
1562,72,4,30,5.644094651,0
3653,52,13,25,5.084776228,1
4659,13,4,46,5.7554438,0
7136,19,10,21,6.75535428,0
2799,21,8,33,3.368257963,0
7370,68,15,35,3.364169366,0
9622,70,11,43,6.937197978,0
7713,65,15,42,4.728005242,0
2848,15,15,37,5.366077468,0
8994,16,7,23,4.915881817,0
2725,82,12,28,5.843642525,0
7736,83,7,11,4.203752113,0
2591,11,8,48,5.624683509,0
2156,40,7,14,4.394728344,0
5053,66,8,5,5.416684393,0
3559,99,9,44,6.060591161,0
8471,46,12,26,4.731040753,0
2056,43,6,16,3.702659929,0
3731,31,6,45,6.562596769,0
3476,94,14,35,4.835230204,0
2547,52,13,25,4.625156734,1
3968,88,13,18,5.835005661,0
1677,57,5,20,3.735819491,0
5226,92,12,48,4.817718272,0
6653,52,13,21,6.550912769,1
1815,52,13,23,4.614465422,1
3664,94,12,11,6.044376549,0
3915,98,13,21,5.967055235,0
1244,78,8,35,4.011319529,0
8845,52,13,25,3.77176738,1
1880,52,13,24,3.30507944,1
6608,73,9,21,4.468760378,0
9141,52,13,23,6.077866133,1
6609,67,15,13,5.072357177,0
1850,60,7,38,6.731276693,0
1497,25,13,49,3.646412562,0
1295,22,4,44,3.666471907,0
7609,52,11,30,5.35169616,0
9053,28,4,32,5.987414455,0
4237,81,13,23,6.311682635,0
8770,88,14,16,3.014485255,0
6011,60,12,35,6.155617768,0
1069,54,13,18,3.016365155,0
5560,52,13,19,6.576354423,1
4063,23,15,13,3.646148001,0
3145,36,10,37,6.471003642,0
3673,84,12,36,4.056281365,0
3014,52,13,19,4.74421031,1
1339,33,13,7,6.173103897,0
1437,63,7,15,6.495452692,0
8134,30,10,35,4.849189066,0
2870,73,13,13,3.736643002,0
9714,58,5,45,3.580185594,0
7919,91,6,13,5.431858797,0
1862,42,14,18,5.174311554,0
9202,20,14,28,4.296815432,0
7856,89,9,24,3.454109023,0
1904,45,7,49,6.93565486,0
1984,39,9,43,6.138985351,0
2459,91,9,37,5.601774693,0
5613,84,9,25,6.391543254,0
5073,52,13,15,5.453963268,1
5953,86,7,33,6.247269811,0
4908,78,10,16,5.887007204,0
4916,52,13,19,5.790638365,1
1833,12,7,5,4.988348166,0
1727,52,13,22,5.432969865,1
9559,87,14,38,3.747223312,0
2056,17,13,7,4.766234073,0
6334,80,9,26,4.885179764,0
3137,39,13,8,5.122470769,0
9991,52,13,20,3.32517369,1
3258,62,10,9,5.304222885,0
1737,70,8,35,4.757267928,0
1563,70,7,50,4.564848279,0
5265,82,7,36,4.481193661,0
5226,38,9,13,3.220681751,0
7159,85,13,41,6.353007415,0
8082,66,15,34,4.095291428,0
6058,76,5,12,3.266295325,0
4309,43,11,12,6.751203849,0
1782,37,7,28,5.604743653,0
9879,66,9,29,5.705960203,0
4152,35,14,42,3.970533677,0
9274,90,8,10,6.744529554,0
2591,52,13,19,3.894057092,1
1258,76,4,39,4.850602767,0
7089,52,13,18,3.620330331,1
1222,32,11,40,3.155695429,0
9999,23,13,15,6.042518486,0
2317,76,14,35,5.527030593,0
6552,83,13,22,6.18020371,0
2912,66,6,42,4.721406689,0
2547,52,13,20,4.426113015,1
6382,56,6,23,3.092280944,0
5239,91,7,46,5.703516703,0
2017,13,9,10,4.296779584,0
6665,98,12,46,5.132187959,0
4792,100,6,9,4.268698783,0
5348,66,7,38,3.096301012,0
8131,99,12,8,6.698733175,0
6175,51,13,18,3.969004554,0
1861,49,10,21,6.354898133,0
2169,90,15,25,5.782900902,0
2674,67,5,26,4.407781867,0
1529,82,6,22,4.413055947,0
1768,38,5,47,6.825575183,0
6487,91,14,45,4.196661435,0
4786,77,6,46,3.272897087,0
4950,56,14,25,4.444756209,0
7847,52,13,17,3.906792454,1
5541,90,5,9,4.334426995,0
6550,34,9,11,5.641694256,0
1441,80,13,27,3.934310865,0
6102,52,13,16,5.922227363,1
5475,99,9,15,4.370855366,0
3576,79,11,6,5.202048908,0
4869,18,7,7,3.792546883,0
3735,44,6,34,6.784179229,0
4033,12,6,32,5.254780011,0
2841,99,14,27,6.600790672,0
3098,21,8,21,4.634791369,0
6062,42,15,43,6.951141567,0
2368,19,13,19,6.146514602,0
3263,52,13,17,4.487735601,1
7474,52,13,19,6.506586029,1
5243,12,5,6,5.745505881,0
9208,67,15,40,3.416522397,0
5087,90,6,49,4.325618076,0
7395,76,9,23,4.746142557,0
4148,88,5,20,5.716705981,0
7663,67,10,22,6.309275357,0
9587,19,9,29,6.633651521,0
2132,52,13,20,4.221733536,1
5497,22,10,6,4.009443256,0
5339,59,7,42,6.456192245,0
5935,52,8,21,4.426661124,1
3530,72,10,26,4.925652463,0
4179,29,8,33,6.142649933,0
6284,52,9,17,3.205798477,1
3925,95,10,31,4.125665267,0
9902,17,10,37,5.480623757,0
6777,94,6,30,3.253350198,0
5291,74,9,20,6.883019404,1
3562,17,15,39,4.88395206,0
4033,49,14,39,5.651205964,0
6252,62,7,39,3.001884895,0
5710,52,7,25,4.399424389,1
3074,37,7,42,3.358914886,0
1231,31,8,43,6.913456762,0
9481,71,4,33,6.874970392,0
7097,45,15,34,6.230644601,0
5224,52,7,25,6.703996159,1
9016,52,6,20,5.572791373,1
9206,39,5,41,5.382879105,0
3469,85,10,39,4.295681447,0
7456,59,10,13,6.197568909,0
5734,18,5,29,4.227545278,0
4531,29,4,17,5.036634818,0
4682,46,7,18,4.835141291,0
7935,54,7,7,4.553429419,0
6441,68,11,50,3.143816682,0
7668,28,10,29,4.630821457,0
1255,51,10,48,3.447433065,0
5556,50,15,12,6.900296028,0
3733,60,8,5,5.843257241,0
5139,44,7,16,6.798396871,1
3841,76,9,18,3.986782823,0
2540,55,4,18,4.8756911,1
2418,12,10,34,6.213276563,0
9492,65,5,32,3.11007382,0
8794,21,14,9,3.58776283,0
6402,28,7,18,4.614179997,1
6191,72,14,39,5.348154553,0
2882,52,4,20,4.105905639,1
1325,36,15,15,4.07830687,0
2244,61,13,6,3.918889886,0
6938,35,7,21,5.202391145,0
5293,90,10,5,5.565753235,0
1457,92,6,27,5.346248296,0
8346,57,12,43,5.965260962,0
9091,52,4,15,5.660939101,1
8021,53,6,20,5.475312859,1
6226,35,9,23,4.403292314,0
4789,53,7,25,6.295322935,1
7765,60,15,36,6.596096733,0
3328,66,5,41,4.311007069,0
6244,51,5,48,4.524857606,0
5346,89,15,46,6.405635354,0
5232,91,7,38,3.785847837,0
8290,97,5,50,3.731185322,0
6526,81,7,37,6.63604647,0
9072,50,7,32,4.079949783,0
4823,87,6,43,5.425461471,0
4963,53,6,21,6.450151473,1
3040,53,6,25,6.046799152,1
2392,71,10,29,3.676375433,0
9413,45,10,34,5.15312167,0
4275,78,15,45,6.554185903,0
1563,37,9,37,5.098490754,0
3633,65,4,48,5.180854126,0
1932,99,9,42,5.600849306,0
4074,53,14,31,5.893484059,0
1486,55,11,23,6.635852505,0
3728,54,15,25,4.010361698,0
4018,59,5,48,4.310675117,0
4579,53,4,17,3.595466677,1
9449,23,7,15,3.308858249,0
1360,99,8,16,5.615751973,0
3647,53,9,36,4.103521395,0
4100,89,13,22,6.645042943,0
4733,25,12,25,3.439031801,0
